id,name,type,description,prerequisites,prerequisite_feats,benefit,normal,special,source,fulltext,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits
1374,Mobility,Mythic,"You have perfected your ability to weave through the battlefield, using your momentum to propel yourself far.",Mobility.,Mobility,"Whenever you use Mobility, you gain a +6 dodge bonus to AC instead of the normal +4. In addition, once per round when an attack of opportunity provoked by your movement misses you, you may move 5 feet as a free action. This movement doesn't count against your total overall movement for the round, but it does provoke attacks of opportunity.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mobility (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You have perfected your ability to weave through the battlefield, using your momentum to propel yourself far.<h5><b>Prerequisites: </b>Mobility.</h5><h5><b>Benefit: </b>Whenever you use Mobility, you gain a +6 dodge bonus to AC instead of the normal +4. In addition, once per round when an attack of opportunity provoked by your movement misses you, you may move 5 feet as a free action. This movement doesn't count against your total overall movement for the round, but it does provoke attacks of opportunity.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1375,Monastic Legacy,Mythic,Every new experience carries you another step further along your path to enlightenment.,Monastic LegacyUC.,Monastic Legacy,"Add half the levels you have in classes other than monk to your monk level to determine your effective monk level for your AC bonus. As a free action, you can expend one use of mythic power to add half your tier to your effective monk level to determine your base unarmed strike damage and AC bonus until the start of your next turn.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Monastic Legacy (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Every new experience carries you another step further along your path to enlightenment.<h5><b>Prerequisites: </b>Monastic Legacy<sup>UC</sup>.</h5><h5><b>Benefit: </b>Add half the levels you have in classes other than monk to your monk level to determine your effective monk level for your AC bonus. As a free action, you can expend one use of mythic power to add half your tier to your effective monk level to determine your base unarmed strike damage and AC bonus until the start of your next turn.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1376,Mounted Archery,Mythic,Your skill as a rider allows you to take cover and shoot with amazing accuracy.,Mounted Archery.,Mounted Archery,"When using the Ride skill to use your mount as cover, you can still make a single ranged weapon attack as a standard action. While your mount is moving, you can expend one use of mythic power to negate the penalties for making ranged weapon attacks while mounted until the beginning of your next turn.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mounted Archery (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your skill as a rider allows you to take cover and shoot with amazing accuracy.<h5><b>Prerequisites: </b>Mounted Archery.</h5><h5><b>Benefit: </b>When using the Ride skill to use your mount as cover, you can still make a single ranged weapon attack as a standard action. While your mount is moving, you can expend one use of mythic power to negate the penalties for making ranged weapon attacks while mounted until the beginning of your next turn.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1377,Mounted Combat,Mythic,Your ability to maneuver a mount through the rigors of combat is nearly unparalleled.,Mounted Combat.,Mounted Combat,"You can negate an additional number of hits against your mount per round equal to your tier. Once per round as an immediate action, you can expend one use of mythic power to substitute a Ride check for a single Ref lex saving throw your mount must make.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mounted Combat (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your ability to maneuver a mount through the rigors of combat is nearly unparalleled.<h5><b>Prerequisites: </b>Mounted Combat.</h5><h5><b>Benefit: </b>You can negate an additional number of hits against your mount per round equal to your tier. Once per round as an immediate action, you can expend one use of mythic power to substitute a Ride check for a single Ref lex saving throw your mount must make.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1378,Mythic Companion,General,"Despite your non-mythic nature, you're a vital part of the greater mythic world.",You must be non-mythic.,,"You're considered a mythic creature for the purposes of determining how mythic spells and effects affect you. If you ever become mythic, you gain a +1 bonus on all saves against mythic spells and effects.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mythic Companion</p><div style=""clear: both;""></div></div><div><h5>Despite your non-mythic nature, you're a vital part of the greater mythic world.<h5><b>Prerequisites: </b>You must be non-mythic.</h5><h5><b>Benefit: </b>You're considered a mythic creature for the purposes of determining how mythic spells and effects affect you. If you ever become mythic, you gain a +1 bonus on all saves against mythic spells and effects.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1379,Mythic Crafter,Mythic,You can craft mythic magic items.,Any item creation feat.,,"You can create any mythic magic item for which you have the appropriate item creation feat. In addition, you gain a +5 bonus on skill checks when creating non-mythic magic items.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mythic Crafter (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You can craft mythic magic items.<h5><b>Prerequisites: </b>Any item creation feat.</h5><h5><b>Benefit: </b>You can create any mythic magic item for which you have the appropriate item creation feat. In addition, you gain a +5 bonus on skill checks when creating non-mythic magic items.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1380,Mythic Paragon,Mythic,Your mythic power is even more potent than that of most other mythic beings.,,,"Your tier is considered 2 higher for determining the potency of mythic abilities, feats, and spells. This doesn't grant you access to mythic abilities or greater versions of mythic spells at a lower tier than you would normally need to be to get them, nor does it grant you additional uses of mythic power or adjust the dice you roll for your surge.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mythic Paragon (Mythic)</p><div style=""clear: both;""></div></div><div><h5>Your mythic power is even more potent than that of most other mythic beings.<h5><b>Benefit: </b>Your tier is considered 2 higher for determining the potency of mythic abilities, feats, and spells. This doesn't grant you access to mythic abilities or greater versions of mythic spells at a lower tier than you would normally need to be to get them, nor does it grant you additional uses of mythic power or adjust the dice you roll for your surge.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1381,Mythic Spell Lore,Mythic,"You have learned how to unlock the power of your spells, combining them with your mythic power.",Ability to cast spells.,,"You can learn a number of mythic spells equal to your tier and can expend mythic power when casting them to enhance the results. To select a mythic spell, you must be able to cast the non-mythic version or have it on your list of spells known. Every time you gain a new tier, you can select an additional mythic spell.",,"You can select this feat multiple times. Each time you select this feat, you must select different spells.",Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Mythic Spell Lore (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You have learned how to unlock the power of your spells, combining them with your mythic power.<h5><b>Prerequisites: </b>Ability to cast spells.</h5><h5><b>Benefit: </b>You can learn a number of mythic spells equal to your tier and can expend mythic power when casting them to enhance the results. To select a mythic spell, you must be able to cast the non-mythic version or have it on your list of spells known. Every time you gain a new tier, you can select an additional mythic spell.</h5><h5><b>Special: </b>You can select this feat multiple times. Each time you select this feat, you must select different spells.</h5></div>",0,0,0,0,0,0,0,,,,,1,
1382,Natural Spell,Mythic,You can speak and use some magic items when you use wild shape.,Natural Spell.,atural Spell,"When you're using wild shape, you can use spell completion and spell trigger magic items that were on your person when you changed form. You don't need to physically manipulate the items when you use them while using wild shape. Furthermore, you can speak normally when using wild shape.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Natural Spell (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You can speak and use some magic items when you use wild shape.<h5><b>Prerequisites: </b>Natural Spell.</h5><h5><b>Benefit: </b>When you're using wild shape, you can use spell completion and spell trigger magic items that were on your person when you changed form. You don't need to physically manipulate the items when you use them while using wild shape. Furthermore, you can speak normally when using wild shape.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1383,Nimble Moves,Mythic,"You dance across obstacles with ease, as though they weren't even there.",Nimble Moves.,Nimble Moves,"For every 2 tiers you possess, you can move through up to 5 feet of difficult terrain each round as if it were normal terrain (minimum 5 feet). This effect stacks with those provided by Nimble Moves and Acrobatic Steps.",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Nimble Moves (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You dance across obstacles with ease, as though they weren't even there.<h5><b>Prerequisites: </b>Nimble Moves.</h5><h5><b>Benefit: </b>For every 2 tiers you possess, you can move through up to 5 feet of difficult terrain each round as if it were normal terrain (minimum 5 feet). This effect stacks with those provided by Nimble Moves and Acrobatic Steps.</h5></div>",0,0,0,0,0,0,0,,,,,0,
1384,Penetrating Strike,Mythic,You know just how to strike to bypass even the most heavily armored foe's defenses.,Penetrating Strike.,Penetrating Strike,"When using Penetrating Strike or Greater Penetrating Strike, you can ignore an additional point of damage reduction for every 3 tiers you posses. Additionally, the effects apply to damage reduction without a type (such as DR 10/-).",,,Mythic Adventures,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Penetrating Strike (Mythic)</p><div style=""clear: both;""></div></div><div><h5>You know just how to strike to bypass even the most heavily armored foe's defenses.<h5><b>Prerequisites: </b>Penetrating Strike.</h5><h5><b>Benefit: </b>When using Penetrating Strike or Greater Penetrating Strike, you can ignore an additional point of damage reduction for every 3 tiers you posses. Additionally, the effects apply to damage reduction without a type (such as DR 10/-).</h5></div>",0,0,0,0,0,0,0,,,,,0,
